country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment
Greenland,GRL,2020,,,,,,3082884653,,
Guatemala,GTM,2020,298500000,594000,2.347994832,507799.9878,1.795821447,77719464221,3.214440622,
Guam,GUM,2020,,328000,,,,5916000000,,
Guyana,GUY,2020,,86400.00153,,,,5471256595,0.993337023,
High income,HIC,2020,,,,,,5.59463E+13,0.598986331,6.481998899
"Hong Kong SAR, China",HKG,2020,,3569000,,8261000,,3.44943E+11,0.250962021,5.808
Honduras,HND,2020,189000000,669000,3.014921904,,2.313910042,23352232484,3.46841178,10.983
Heavily indebted poor countries (HIPC),HPC,2020,,,,,,8.1314E+11,3.476173727,
Croatia,HRV,2020,5631853027,21608000,23.41401533,678000,2.819990741,57963370885,0.154811375,7.507
Haiti,HTI,2020,,,,,,14508222518,22.79631136,
Hungary,HUN,2020,4224000000,31641000,3.403674366,12727000,1.10182025,1.57289E+11,3.326743858,4.25
IBRD only,IBD,2020,,,,,,3.01149E+13,2.404146667,6.971295238
IDA & IBRD total,IBT,2020,,,,,,3.2566E+13,2.829001615,6.725937811
IDA total,IDA,2020,,,,,,2.45027E+12,3.476173727,
IDA blend,IDB,2020,,,,,,1.02408E+12,1.795371471,
Indonesia,IDN,2020,3533000000,4053000,1.980183687,2918000,1.238490815,1.05905E+12,1.920968006,4.255
IDA only,IDX,2020,,,,,,1.42619E+12,3.681813416,
Isle of Man,IMN,2020,,,,,,6684225641,,
India,IND,2020,13413000000,,2.767332228,,3.199989954,2.67485E+12,6.623436776,7.859
Not classified,INX,2020,,,,,,,,
Ireland,IRL,2020,4160000000,,0.681305611,2326000,0.450447527,4.36556E+11,-0.326183651,5.623
"Iran, Islamic Rep.",IRN,2020,,1550000,,1550000,,2.62186E+11,30.59413904,9.687
Iraq,IRQ,2020,955000000,,1.884896943,,7.604174641,1.80899E+11,0.574162679,
Iceland,ISL,2020,,488000,,130000,,21629953194,2.847924015,5.478
Israel,ISR,2020,2661000000,,2.34064113,,2.244911019,4.11729E+11,-0.614412358,4.169
Italy,ITA,2020,20459000000,38419000,3.653705219,21448000,2.642228064,1.90748E+12,-0.137707574,9.164
Jamaica,JAM,2020,,1329699.951,,,4.921152315,13812421803,5.226777793,6.501
Jordan,JOR,2020,1745000000,1240000,16.70757198,406000,2.214488602,43700383099,0.333294351,19.213
Japan,JPN,2020,11395000000,4115799.805,1.434612617,3174000,0.840640298,5.05559E+12,-0.024995834,2.809
Kazakhstan,KAZ,2020,589000000,2035000,1.195372322,2865000,1.851543482,1.71082E+11,6.718154549,4.89
Kenya,KEN,2020,,,,,,1.00658E+11,5.405162079,
Kyrgyz Republic,KGZ,2020,195000000,,8.006839785,,4.566943033,8270468614,6.325422963,4.63
Cambodia,KHM,2020,1119000000,1306000,5.373948705,326000,0.922451013,34818073901,2.940295143,0.172
Kiribati,KIR,2020,,,,,,223123620.6,2.553245544,10.971
St. Kitts and Nevis,KNA,2020,,301399.9939,,,4.183488915,883922222.2,-1.167245018,
"Korea, Rep.",KOR,2020,11776000000,2519000,1.93842026,4276000,3.084548765,1.64431E+12,0.537288023,3.931
Kuwait,KWT,2020,524000000,2161000,1.105102631,,15.21291968,1.11045E+11,2.101729548,
Latin America & Caribbean (excluding high income),LAC,2020,,,,,,4.04706E+12,2.002412058,10.5659202
Lao PDR,LAO,2020,227000000,886400.0244,3.513118332,707000,4.470518678,18981805250,5.10407263,
Lebanon,LBN,2020,2369000000,,27.00259584,,11.17348348,31712128254,84.86433305,
Liberia,LBR,2020,,,,,,3176126300,16.95572415,
Libya,LBY,2020,,,,,,46854285441,1.44703657,
St. Lucia,LCA,2020,,432500,,,3.918643556,1499296296,-1.755808335,25.225
Latin America & Caribbean,LCN,2020,,,,,,4.80551E+12,0.993337023,10.50213474
Least developed countries: UN classification,LDC,2020,,,,,,1.17275E+12,4.464144372,
Low income,LIC,2020,,,,,,4.42702E+11,4.464144372,
Liechtenstein,LIE,2020,,58400.00153,,,,6405870210,,
Sri Lanka,LKA,2020,1076000000,540000,8.224539295,305000,4.39486201,84304298771,6.153945084,5.365
Lower middle income,LMC,2020,,,,,,6.10231E+12,4.871673986,
Low & middle income,LMY,2020,,,,,,2.95214E+13,2.963549921,6.779291167
Lesotho,LSO,2020,,,,,13.94876398,2053699870,4.978096763,
Late-demographic dividend,LTE,2020,,,,,,2.25532E+13,1.936941267,6.22980445
Lithuania,LTU,2020,,2284000,,1643000,,57412038533,1.19989445,8.487
Luxembourg,LUX,2020,4454000000,525000,2.964786014,1460000,2.019451194,73699366700,0.819957302,6.766
Latvia,LVA,2020,,3204000,,690000,,33379927435,0.219064905,8.098
"Macao SAR, China",MAC,2020,9442000000,5897000,60.61063232,125000,5.823451487,25343525936,0.811410511,2.566
St. Martin (French part),MAF,2020,,,,,,,,
Morocco,MAR,2020,4514000000,2802000,12.02279193,646000,3.255082922,1.21354E+11,0.705968661,
Monaco,MCO,2020,,159000,,,,6730736283,,
Moldova,MDA,2020,354000000,29000,10.986044,75000,5.119609626,11530746234,3.765971222,1.186
Madagascar,MDG,2020,202000000,87099.99847,7.801550669,,2.608782897,13051441204,4.201793122,
Maldives,MDV,2020,1409000000,555000,78.86900761,,4.329350611,3712604583,-1.369774256,
Middle East & North Africa,MEA,2020,,,,,,3.20794E+12,0.705968661,
Mexico,MEX,2020,11449000000,51128000,2.56785088,36056000,1.010497408,1.12106E+12,3.396834156,4.441
Marshall Islands,MHL,2020,,,,,,241800000,,
Middle income,MIC,2020,,,,,,2.90784E+13,2.656646433,6.879509331
North Macedonia,MKD,2020,253000000,118000,3.51868356,,1.744042818,12361036914,1.200073489,16.575
Mali,MLI,2020,,,,,,17465392764,0.43808894,3.528
Malta,MLT,2020,,718000,,218000,,16385919536,0.638544957,4.357
Myanmar,MMR,2020,,903000,,,,79006113643,,1.476
Middle East & North Africa (excluding high income),MNA,2020,,,,,,1.32887E+12,1.777407838,
Montenegro,MNE,2020,180000000,351000,14.42981702,,1.302930237,4769996866,-0.2556557,17.878
Mongolia,MNG,2020,49000000,66900.00153,0.640892939,,7.806263416,13312981429,3.796040261,6.413
Northern Mariana Islands,MNP,2020,,,,,,866000000,,
Mozambique,MOZ,2020,113000000,,2.510377932,,1.090526353,14235420174,3.483935675,
Mauritania,MRT,2020,6400000.095,,0.229888482,,0.952461312,8260752385,2.385694885,
Mauritius,MUS,2020,518000000,316000,16.77224632,65000,4.289496664,11408106446,2.580800772,8.627
Malawi,MWI,2020,35000000,,2.675163417,,3.527672262,11769313598,8.625514697,0.907
Malaysia,MYS,2020,3386000000,4333000,1.626188697,,2.78972356,3.37456E+11,-1.138702154,4.54
North America,NAC,2020,,,,,,2.30167E+13,0.975292014,8.231047207
Namibia,NAM,2020,155000000,187100.0061,3.991636296,,1.5760414,10583748542,2.209382369,
New Caledonia,NCL,2020,,31000,,48000,,9454629468,,13.558
Niger,NER,2020,,85000,,,,13744653103,2.89819376,
Nigeria,NGA,2020,321000000,,0.803762406,,9.162015789,4.32199E+11,13.24602343,
Nicaragua,NIC,2020,,474000,,325000,1.71385365,12681569254,3.681813416,
Netherlands,NLD,2020,10926200195,7265000,1.441529488,,1.122865511,9.32561E+11,1.272460378,3.82
Norway,NOR,2020,2196000000,1397000,1.856074817,1690000,3.476834084,3.67633E+11,1.286584907,4.424
Nepal,NPL,2020,238000000,230000,13.43620368,,2.496626337,33433659301,5.052366553,
Nauru,NRU,2020,,,,,,124530027.3,,
New Zealand,NZL,2020,,996000,,511000,,2.12698E+11,1.7145617,4.595
OECD members,OED,2020,,,,,,5.30008E+13,0.732851645,7.150254574
Oman,OMN,2020,669000000,869000,1.874403591,1657000,3.653875651,75909492848,-0.406402919,2.94
Other small states,OSS,2020,,,,,,1.81482E+11,0.638544957,
Pakistan,PAK,2020,765000000,,2.798807452,,2.389729622,3.00426E+11,9.739993139,
Panama,PAN,2020,1841000000,647000,9.300431855,401000,3.410112174,57059846500,-1.550275408,18.548
Peru,PER,2020,1002000000,1119000,2.199701961,791000,2.215902996,2.0141E+11,2.002412058,7.179
Philippines,PHL,2020,2769000000,1483000,3.45979195,1483000,4.874797199,3.61751E+11,2.393162393,2.522
Palau,PLW,2020,,18399.99962,,,,258990843.8,0.218181818,0.765
Papua New Guinea,PNG,2020,,39000,,,,23848447850,4.871673986,
Poland,POL,2020,8379000000,,2.626868105,,1.947101462,6.05914E+11,3.374469726,3.155
Pre-demographic dividend,PRE,2020,,,,,,1.31136E+12,3.398629285,
Puerto Rico,PRI,2020,2921000000,3882000,,,,1.03131E+11,,
"Korea, Dem. People's Rep.",PRK,2020,,,,,,,,
Portugal,PRT,2020,10522000000,4208000,12.36021862,680000,3.950188996,2.29619E+11,-0.01243833,6.801
Paraguay,PRY,2020,104000000,1077000,0.842867467,214000,2.057982576,35432178068,1.767515924,7.548
West Bank and Gaza,PSE,2020,,93000,,,7.030144384,15531700000,-0.735332001,25.895
Pacific island small states,PSS,2020,,,,,,9516738321,0.386388225,
Post-demographic dividend,PST,2020,,,,,,5.01408E+13,0.632267332,6.764135637
French Polynesia,PYF,2020,,89400.00153,,12000,,5792545871,,
Qatar,QAT,2020,14318000000,582000,20.18517644,,19.47699249,1.44411E+11,-2.54031503,0.14
Romania,ROU,2020,1611000000,5023000,1.731805381,9510000,3.34170754,2.52034E+11,2.631073112,5.035
Russian Federation,RUS,2020,4961000000,6359000,1.300427545,12361000,3.542879802,1.49308E+12,3.381659372,5.62
Rwanda,RWA,2020,212000000,,10.99036728,,3.549901238,10174387374,9.850399023,11.829
South Asia,SAS,2020,,,,,,3.49312E+12,5.691074747,7.882372629
Saudi Arabia,SAU,2020,5960000000,,3.259538243,,4.977942377,7.34271E+11,3.44545826,7.66
Sudan,SDN,2020,,,,,,27034593750,163.2577824,
Senegal,SEN,2020,,,,,,24530513038,2.543146857,
Singapore,SGP,2020,,2742000,,1543000,,3.49488E+11,-0.181916667,4.1
Solomon Islands,SLB,2020,7000000,4400.000095,1.632334661,,5.556751674,1536145814,2.963549921,
Sierra Leone,SLE,2020,,,,,,6688594758,13.44687111,
El Salvador,SLV,2020,755000000,707000,12.34296144,515000,1.550626512,24921190000,-0.371590212,5.008
San Marino,SMR,2020,,,,,,1544714493,,7.23
Somalia,SOM,2020,,,,,,8628393720,,
Serbia,SRB,2020,1422000000,446000,5.576538564,,3.906959334,55874017669,1.575532901,9.011
Sub-Saharan Africa (excluding high income),SSA,2020,,,,,,1.72181E+12,3.842864398,
South Sudan,SSD,2020,,,,,11.04751137,,29.67584355,
Sub-Saharan Africa,SSF,2020,,,,,,1.72319E+12,3.483935675,
Small states,SST,2020,,,,,,2.22762E+11,0.495499215,
Sao Tome and Principe,STP,2020,,,,,,471229484.6,9.819327915,
Suriname,SUR,2020,19000000,,0.776653253,,3.46872535,2911807496,34.88978431,
Slovak Republic,SVK,2020,1303000000,,1.432279782,,1.436548251,1.07733E+11,1.936941267,6.719
Slovenia,SVN,2020,1418000000,1216000,3.38780097,1892000,2.312918676,53384760135,-0.054856816,4.971
Sweden,SWE,2020,,1957000,,6081000,,5.45148E+11,0.497367319,8.291
Eswatini,SWZ,2020,7300000.191,345299.9878,0.403800955,488000,2.158707357,4105756863,,
Sint Maarten (Dutch part),SXM,2020,243000000,,46.10619958,,2.760164399,1236428101,,
Seychelles,SYC,2020,228000000,124500,18.39116646,19000,2.927560481,1382551752,1.20266464,4.311
Syrian Arab Republic,SYR,2020,,,,,,12047752036,,
Turks and Caicos Islands,TCA,2020,,370399.9939,,,,774653669.3,,
Chad,TCD,2020,,10399.99962,,5500,,10715396042,4.464144372,
East Asia & Pacific (IDA & IBRD countries),TEA,2020,,,,,,1.74747E+13,2.393162393,4.827543689
Europe & Central Asia (IDA & IBRD countries),TEC,2020,,,3.35912952,,2.753884973,3.91685E+12,2.732492094,7.099237576
Togo,TGO,2020,,482000,,,,7400284168,1.699284633,
Thailand,THA,2020,15360000000,,5.953924893,,1.586306603,5.00462E+11,-0.845937147,1.099
Tajikistan,TJK,2020,102400001.5,,7.266729326,,0.345547982,8133963551,,
Turkmenistan,TKM,2020,,,,,,45818000000,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,,,,,,4.56192E+12,1.380426473,10.50213474
Timor-Leste,TLS,2020,,,,,4.1123785,2162619200,0.495499215,
Middle East & North Africa (IDA & IBRD countries),TMN,2020,,,,,,1.31334E+12,2.096269389,
Tonga,TON,2020,47700000.76,,47.80537369,,12.07259426,496856295.8,-0.349737697,
South Asia (IDA & IBRD),TSA,2020,,,,,,3.49312E+12,5.691074747,7.882372629
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,,,,,,1.72319E+12,3.483935675,
Trinidad and Tobago,TTO,2020,151000000,141000,2.344823056,,0.619054687,20807716174,0.598986331,4.206
Tunisia,TUN,2020,1007000000,2012000,8.961602223,739000,2.786667408,42491780918,5.634151159,
Turkiye,TUR,2020,13771000000,15971000,6.636018871,2243000,0.711955554,7.20338E+11,12.27895745,13.148
Tuvalu,TUV,2020,,,,,,51746594.31,,
Tanzania,TZA,2020,,,,,,66068737786,3.290290628,2.781
Uganda,UGA,2020,518000000,473000,9.214384368,,2.625221291,37600368242,3.313322895,
Ukraine,UKR,2020,687000000,3382000,1.131665212,11251000,7.645240548,1.56618E+11,2.732492094,9.475
Upper middle income,UMC,2020,,,,,,2.29761E+13,1.890359168,7.005384419
Uruguay,URY,2020,1085000000,,7.734266128,,3.552200663,53668636568,9.756406361,10.413
United States,USA,2020,84205000000,45037000,3.89811795,60549898.44,1.735600367,2.13541E+13,1.233584396,8.055
Uzbekistan,UZB,2020,395000000,,2.717307826,,4.691213855,66443265418,12.86772974,5.293
St. Vincent and the Grenadines,VCT,2020,85000000,,46.03881513,,3.466334393,869111111.1,-0.628131309,
"Venezuela, RB",VEN,2020,,,,,,,,7.53
British Virgin Islands,VGB,2020,,83000,,,,,,
Virgin Islands (U.S.),VIR,2020,686000000,8612000,,,,4229000000,,
Viet Nam,VNM,2020,3232000000,3837000,1.113603396,,1.615963945,3.46616E+11,3.220934367,2.103
Vanuatu,VUT,2020,67000000,82400.00153,50.39752002,9399.999619,5.018554762,909421043.5,5.329350731,4.046
World,WLD,2020,,,,,,8.5763E+13,1.905663587,6.710846344
Samoa,WSM,2020,23059999.47,23899.99962,19.79074118,18500,0.477719014,868898358.3,-1.568912477,
Kosovo,XKX,2020,,,,,,7717145218,0.198227923,25.459
"Yemen, Rep.",YEM,2020,,,,,,,,
South Africa,ZAF,2020,2716000000,3886600.098,2.885459601,,2.01649924,3.37975E+11,3.210035975,29.217
Zambia,ZMB,2020,,502000,,,8.080194353,18137764931,15.73306047,6.033
Zimbabwe,ZWE,2020,66000000,639000,1.25396727,,2.860108725,26867936445,557.2018174,
Aruba,ABW,2021,,,,,,2929446578,,
Africa Eastern and Southern,AFE,2021,,,,,,1.08575E+12,7.240977656,
Afghanistan,AFG,2021,,,,,,14259995441,,5.679
Africa Western and Central,AFW,2021,,,,,,8.49312E+11,3.74570045,
Angola,AGO,2021,,,,,,66505129988,25.75429488,15.799
Albania,ALB,2021,,,,,,18032010564,2.041471631,
Andorra,AND,2021,,,,,,3324647529,,
Arab World,ARB,2021,,,,,,2.96924E+12,2.965810083,
United Arab Emirates,ARE,2021,,,,,,4.15179E+11,0.179935336,3.105
Argentina,ARG,2021,,,,,,4.86564E+11,,8.736
Armenia,ARM,2021,,,,,,13878908629,7.184836294,8.418
American Samoa,ASM,2021,,,,,,750000000,,
Antigua and Barbuda,ATG,2021,,,,,,1601366667,2.062996385,
Australia,AUS,2021,,,,,,1.55674E+12,2.863910422,5.116
Austria,AUT,2021,,,,,,4.80467E+11,2.766666667,6.459
Azerbaijan,AZE,2021,,,,,,54825411765,6.650299127,6.04
Burundi,BDI,2021,,,,,,2775798697,8.404538451,
Belgium,BEL,2021,,,,,,5.98494E+11,2.440248511,6.248
Benin,BEN,2021,,,,,,17690083520,1.733539627,
Burkina Faso,BFA,2021,,,,,,19697516284,3.653532872,
Bangladesh,BGD,2021,,,,,,4.16272E+11,5.545654308,
Bulgaria,BGR,2021,,,,,,84417951261,3.297744353,5.267
Bahrain,BHR,2021,,,,,,40840212766,-0.606319385,
"Bahamas, The",BHS,2021,,,,,,11368900000,2.904912629,
Bosnia and Herzegovina,BIH,2021,,,,,,23672712242,1.981639006,14.897
Belarus,BLR,2021,,,,,,69673747132,9.460283896,3.9
Belize,BLZ,2021,,,,,,2420550000,3.235636592,
Bermuda,BMU,2021,,,,,,7286607000,,
Bolivia,BOL,2021,,,,,,40406111695,0.737383721,5.089
Brazil,BRA,2021,,,,,,1.67065E+12,8.301659756,13.159
Barbados,BRB,2021,,,,,,5275242050,,
Brunei Darussalam,BRN,2021,,,,,,14006496614,1.733413885,4.905
Bhutan,BTN,2021,,,,,,2768802960,7.346814405,4.804
Botswana,BWA,2021,,,,,,18750946600,7.240977656,23.106
Central African Republic,CAF,2021,,,,,,2516498412,4.259364175,
Canada,CAN,2021,,,,,,2.00747E+12,3.395193185,7.527
Central Europe and the Baltics,CEB,2021,,,,,,1.9268E+12,3.839844915,4.459282892
Switzerland,CHE,2021,,,,,,8.13409E+11,0.581814168,5.013
Channel Islands,CHI,2021,,,,,,11157002973,,
Chile,CHL,2021,,,,,,3.15515E+11,4.524568383,9.281
China,CHN,2021,,,,,,1.78205E+13,0.981015136,5.11
Cote d'Ivoire,CIV,2021,,,,,,72794636654,4.091951897,
Cameroon,CMR,2021,,,,,,45011937347,2.271857625,3.275
"Congo, Dem. Rep.",COD,2021,,,,,,55328482784,,
"Congo, Rep.",COG,2021,,,,,,14825690211,1.715642755,
Colombia,COL,2021,,,,,,3.18525E+11,3.495057574,13.898
Comoros,COM,2021,,,,,,1296089480,,4.394
Cabo Verde,CPV,2021,,,,,,2051842610,1.862152975,
Costa Rica,CRI,2021,,,,,,64960725734,1.726477551,15.139
Caribbean small states,CSS,2021,,,,,,37091445808,2.236849754,
Cuba,CUB,2021,,,,,,,,
Curacao,CUW,2021,,,,,,2739608156,,
Cayman Islands,CYM,2021,,,,,,6060026520,,
Cyprus,CYP,2021,,,,,,30372874320,2.446088672,7.513
Czechia,CZE,2021,,,,,,2.90973E+11,3.839844915,2.803
Germany,DEU,2021,,,,,,4.3483E+12,3.066666667,3.594
Djibouti,DJI,2021,,,,,,3385825229,1.181917753,
Dominica,DMA,2021,,,,,,555266666.7,1.48319445,
Denmark,DNK,2021,,,,,,4.08378E+11,1.85304544,5.043
Dominican Republic,DOM,2021,,,,,,94243425938,8.24300348,7.702
Algeria,DZA,2021,,,,,,1.86231E+11,7.226063074,
East Asia & Pacific (excluding high income),EAP,2021,,,,,,2.08499E+13,2.698918595,4.551994339
Early-demographic dividend,EAR,2021,,,,,,1.28113E+13,4.038430127,6.625400525
East Asia & Pacific,EAS,2021,,,,,,3.11557E+13,2.477102415,4.438979143
Europe & Central Asia (excluding high income),ECA,2021,,,,,,1.67034E+12,6.917567711,9.869685866
Europe & Central Asia,ECS,2021,,,,,,2.5524E+13,3.230749121,6.91633151
Ecuador,ECU,2021,,,,,,1.07435E+11,0.133251386,4.552
"Egypt, Arab Rep.",EGY,2021,,,,,,4.24672E+11,5.214049405,7.441
Euro area,EMU,2021,,,,,,1.49177E+13,2.486504381,7.723675711
Eritrea,ERI,2021,,,,,,,,
Spain,ESP,2021,,,,,,1.46124E+12,3.09313512,14.781
Estonia,EST,2021,,,,,,37204563051,4.653166738,6.178
Ethiopia,ETH,2021,,,,,,1.11262E+11,26.83952216,3.935
European Union,EUU,2021,,,,,,1.74966E+13,2.554506996,7.017383514
Fragile and conflict affected situations,FCS,2021,,,,,,1.78633E+12,4.092483503,
Finland,FIN,2021,,,,,,2.94223E+11,2.194574323,7.617
Fiji,FJI,2021,,,,,,4305031631,0.155855722,
France,FRA,2021,,,,,,2.96643E+12,1.64233141,7.874
Faroe Islands,FRO,2021,,,,,,3664686797,,
"Micronesia, Fed. Sts.",FSM,2021,,,,,,390000000,3.191284066,
Gabon,GAB,2021,,,,,,19444935097,1.086907465,
United Kingdom,GBR,2021,,,,,,3.14332E+12,2.518371096,4.865
Georgia,GEO,2021,,,,,,18853115589,9.566914338,
Ghana,GHA,2021,,,,,,79524421861,9.971088675,3.195
Gibraltar,GIB,2021,,,,,,,,
Guinea,GIN,2021,,,,,,17069115738,12.59728826,
"Gambia, The",GMB,2021,,,,,,2014158842,7.370347589,
Guinea-Bissau,GNB,2021,,,,,,1853796456,2.242488796,
Equatorial Guinea,GNQ,2021,,,,,,12215878033,-0.097100766,
Greece,GRC,2021,,,,,,2.18304E+11,1.22382501,14.657
Grenada,GRD,2021,,,,,,1122800000,1.219511939,
Greenland,GRL,2021,,,,,,3235809504,,
Guatemala,GTM,2021,,,,,,86478835636,4.261051274,2.174
Guam,GUM,2021,,,,,,6234000000,,
Guyana,GUY,2021,,,,,,8041363893,5.032855746,
High income,HIC,2021,,,,,,6.27379E+13,2.526920091,5.563526768
"Hong Kong SAR, China",HKG,2021,,,,,,3.68954E+11,1.568758344,5.174
Honduras,HND,2021,,,,,,28144331507,4.480879634,8.506
Heavily indebted poor countries (HIPC),HPC,2021,,,,,,9.05797E+11,4.370121905,
Croatia,HRV,2021,,,,,,69006802299,2.554506996,7.608
Haiti,HTI,2021,,,,,,20877414953,16.84152402,
Hungary,HUN,2021,,,,,,1.8211E+11,5.110965344,4.045
IBRD only,IBD,2021,,,,,,3.5764E+13,4.266357545,6.444028663
IDA & IBRD total,IBT,2021,,,,,,3.84313E+13,4.22278962,6.314945843
IDA total,IDA,2021,,,,,,2.66855E+12,4.167947549,
IDA blend,IDB,2021,,,,,,1.11425E+12,3.235636592,
Indonesia,IDN,2021,,,,,,1.18651E+12,1.560129905,3.827
IDA only,IDX,2021,,,,,,1.5543E+12,4.259364175,
Isle of Man,IMN,2021,,,,,,7931193222,,
India,IND,2021,,,,,,3.16727E+12,5.131407472,6.38
Not classified,INX,2021,,,,,,,,
Ireland,IRL,2021,,,,,,5.31307E+11,2.340341134,6.364
"Iran, Islamic Rep.",IRN,2021,,,,,,3.83436E+11,43.38901627,9.282
Iraq,IRQ,2021,,,,,,2.09692E+11,6.041864891,16.173
Iceland,ISL,2021,,,,,,25825287184,4.444239702,6.029
Israel,ISR,2021,,,,,,4.89708E+11,1.510200477,4.812
Italy,ITA,2021,,,,,,2.17921E+12,1.873783258,9.497
Jamaica,JAM,2021,,,,,,14657586127,5.862782428,5.188
Jordan,JOR,2021,,,,,,46296100141,1.346093772,19.837
Japan,JPN,2021,,,,,,5.03462E+12,-0.233352779,2.828
Kazakhstan,KAZ,2021,,,,,,1.97112E+11,8.04147134,
Kenya,KEN,2021,,,,,,1.09704E+11,6.107936037,5.693
Kyrgyz Republic,KGZ,2021,,,,,,9249133946,11.90503982,4.096
Cambodia,KHM,2021,,,,,,36790163687,2.920734776,0.396
Kiribati,KIR,2021,,,,,,289339292.2,2.053616768,
St. Kitts and Nevis,KNA,2021,,,,,,858622222.2,1.19568887,
"Korea, Rep.",KOR,2021,,,,,,1.81843E+12,2.498333333,3.639
Kuwait,KWT,2021,,,,,,1.48459E+11,3.423629476,
Latin America & Caribbean (excluding high income),LAC,2021,,,,,,4.69345E+12,4.261051274,9.284466163
Lao PDR,LAO,2021,,,,,,18827148531,3.755620367,
Lebanon,LBN,2021,,,,,,23131941557,154.756096,
Liberia,LBR,2021,,,,,,3513049500,7.815593859,
Libya,LBY,2021,,,,,,35217995647,2.868330278,
St. Lucia,LCA,2021,,,,,,1867185185,2.410703122,20.514
Latin America & Caribbean,LCN,2021,,,,,,5.58105E+12,3.495057574,9.275715155
Least developed countries: UN classification,LDC,2021,,,,,,1.28024E+12,4.186215065,
Low income,LIC,2021,,,,,,4.74823E+11,5.812251188,
Liechtenstein,LIE,2021,,,,,,7710380086,,
Sri Lanka,LKA,2021,,,,,,88609324902,7.014780712,4.981
Lower middle income,LMC,2021,,,,,,6.91186E+12,4.149680034,6.157248025
Low & middle income,LMY,2021,,,,,,3.47781E+13,4.186215065,6.385778612
Lesotho,LSO,2021,,,,,,2412130057,6.04774592,
Late-demographic dividend,LTE,2021,,,,,,2.69104E+13,3.495057574,5.83750218
Lithuania,LTU,2021,,,,,,67037321009,4.683544209,7.112
Luxembourg,LUX,2021,,,,,,85584105994,2.526920091,5.571
Latvia,LVA,2021,,,,,,38185125733,3.275829374,7.513
"Macao SAR, China",MAC,2021,,,,,,30969334705,0.026454365,
St. Martin (French part),MAF,2021,,,,,,649206262.8,,
Morocco,MAR,2021,,,,,,1.42022E+11,1.40195884,12.28
Monaco,MCO,2021,,,,,,8623242743,,
Moldova,MDA,2021,,,,,,13691869264,5.10641129,0.785
Madagascar,MDG,2021,,,,,,14554754117,5.812251188,
Maldives,MDV,2021,,,,,,5252457370,0.543149689,
Middle East & North Africa,MEA,2021,,,,,,3.80787E+12,2.304465657,9.04031538
Mexico,MEX,2021,,,,,,1.31657E+12,5.689208477,4.019
Marshall Islands,MHL,2021,,,,,,258900000,,9.823
Middle income,MIC,2021,,,,,,3.43011E+13,4.088527375,6.456431414
North Macedonia,MKD,2021,,,,,,14000283827,3.230749121,15.801
Mali,MLI,2021,,,,,,19309463508,3.925602831,
Malta,MLT,2021,,,,,,19718565605,1.497892179,3.403
Myanmar,MMR,2021,,,,,,66345291160,,
Middle East & North Africa (excluding high income),MNA,2021,,,,,,1.55275E+12,5.214049405,10.48442608
Montenegro,MNE,2021,,,,,,5861427505,2.410801984,16.543
Mongolia,MNG,2021,,,,,,15286441738,7.352812434,7.871
Northern Mariana Islands,MNP,2021,,,,,,914000000,,
Mozambique,MOZ,2021,,,,,,16168055475,6.40847653,
Mauritania,MRT,2021,,,,,,9222536364,3.565164847,
Mauritius,MUS,2021,,,,,,11484348858,4.028528882,7.719
Malawi,MWI,2021,,,,,,12378129751,9.330144108,
Malaysia,MYS,2021,,,,,,3.73785E+11,2.477102415,4.64
North America,NAC,2021,,,,,,2.56959E+13,4.046526024,5.592714527
Namibia,NAM,2021,,,,,,12402486184,3.616905301,
New Caledonia,NCL,2021,,,,,,10071349664,,
Niger,NER,2021,,,,,,14915002436,3.837868028,
Nigeria,NGA,2021,,,,,,4.40834E+11,16.95284572,
Nicaragua,NIC,2021,,,,,,14144060853,4.928413969,
Netherlands,NLD,2021,,,,,,1.05447E+12,2.675720088,4.209
Norway,NOR,2021,,,,,,5.03368E+11,3.483880553,4.359
Nepal,NPL,2021,,,,,,36924841394,4.149680034,
Nauru,NRU,2021,,,,,,175513984.5,,5.056
New Zealand,NZL,2021,,,,,,2.53644E+11,3.941120608,3.776
OECD members,OED,2021,,,,,,5.91696E+13,2.815288544,6.196112641
Oman,OMN,2021,,,,,,87323797139,1.682211859,1.9
Other small states,OSS,2021,,,,,,2.12298E+11,2.446088672,8.70504929
Pakistan,PAK,2021,,,,,,3.48517E+11,9.496210561,6.338
Panama,PAN,2021,,,,,,67396392500,1.630703373,10.293
Peru,PER,2021,,,,,,2.26354E+11,4.271663815,5.097
Philippines,PHL,2021,,,,,,3.94087E+11,3.927180221,3.398
Palau,PLW,2021,,,,,,235752906.3,2.612481858,
Papua New Guinea,PNG,2021,,,,,,26109413522,4.48359014,
Poland,POL,2021,,,,,,6.8917E+11,5.055027047,3.268
Pre-demographic dividend,PRE,2021,,,,,,1.43936E+12,4.22278962,
Puerto Rico,PRI,2021,,,,,,1.06427E+11,,7.9
"Korea, Dem. People's Rep.",PRK,2021,,,,,,,,
Portugal,PRT,2021,,,,,,2.56056E+11,1.265657191,6.577
Paraguay,PRY,2021,,,,,,39950899939,4.787983101,7.311
West Bank and Gaza,PSE,2021,,,,,,18109000000,1.237481028,26.39
